assetId,originalArchivePath,storedPath,category,layer,width,height,sha256
YUNJIAN_0001,IMG_12790.jpg,images/yunjian_reference/IMG_12790.jpg,YUNJIAN,Shoulder,1242,1660,ed48f6558df2a32bd8026493e46e97f7c11c3ee46a1060161cefba3f7af279a5
YUNJIAN_0002,IMG_12791.jpg,images/yunjian_reference/IMG_12791.jpg,YUNJIAN,Shoulder,1242,1660,4db723c6cc66a3952e78c4dd4a58d4a0da7d4302972655f6f1068e85776d76ab
YUNJIAN_0003,IMG_12792.jpg,images/yunjian_reference/IMG_12792.jpg,YUNJIAN,Shoulder,1242,1660,48a6bef4b1dcc31e72aa780a50cd165cd8488bd393998eb1442288cfd6a205df
YUNJIAN_0004,IMG_12793.jpg,images/yunjian_reference/IMG_12793.jpg,YUNJIAN,Shoulder,1242,1660,48008548b5c901c22d585f524b902f49948c60a0d1e559e5390cab6838bb613a
YUNJIAN_0005,IMG_12794.jpg,images/yunjian_reference/IMG_12794.jpg,YUNJIAN,Shoulder,1242,1660,06b3bc612ea6ad580483ff8b15a3fcabcedcb3e5806e162d2f1f1ae4b5c60fb3
YUNJIAN_0006,IMG_12795.jpg,images/yunjian_reference/IMG_12795.jpg,YUNJIAN,Shoulder,1242,1660,51d9144422633a753f605672401bfd3bfc28d2db7e3bbb95dbdb2221ba75aa86
YUNJIAN_0007,IMG_12796.jpg,images/yunjian_reference/IMG_12796.jpg,YUNJIAN,Shoulder,1242,1660,9144166cc88693d21d7faffe0433871bff8ad25edef6ba9b76459cb717018fa8
YUNJIAN_0008,IMG_12797.jpg,images/yunjian_reference/IMG_12797.jpg,YUNJIAN,Shoulder,1242,1660,351bff9e14c0fccfeba730cb7d56cd7c0c11fee15abe08f2c691192fb8b15386
YUNJIAN_0009,IMG_12798.jpg,images/yunjian_reference/IMG_12798.jpg,YUNJIAN,Shoulder,1242,1660,1230d218b88cbac6b311b6501b66f5292f1fc0e4df1a7a31af46ba9d0725a7a0
YUNJIAN_0010,IMG_12799.jpg,images/yunjian_reference/IMG_12799.jpg,YUNJIAN,Shoulder,1242,1660,8588c0952495537ffb943f609d3f49d329ffcce737e1f65b708ab76e4ebbc025
YUNJIAN_0011,IMG_12800.jpg,images/yunjian_reference/IMG_12800.jpg,YUNJIAN,Shoulder,1440,2037,ac19471a6f2d250a9b6913aaf4be186097b180f26afb95473dba0c3062929e85
YUNJIAN_0012,IMG_12801.jpg,images/yunjian_reference/IMG_12801.jpg,YUNJIAN,Shoulder,1440,2036,942befd3a8c142af595dbfa577fa7749cb27274cdb2beac9ec50c6e49f9530e2
YUNJIAN_0013,IMG_12802.jpg,images/yunjian_reference/IMG_12802.jpg,YUNJIAN,Shoulder,1440,2036,1abfb4448b0cc9d295c6c31099f709d0a93f2a302c02e5770a5d0df6a7390486
YUNJIAN_0014,IMG_12803.jpg,images/yunjian_reference/IMG_12803.jpg,YUNJIAN,Shoulder,1440,2036,b5981725c12bbddb4e722ad81c6557bf33758dd605ecf4892a7e618be1c7af5e
YUNJIAN_0015,IMG_12804.jpg,images/yunjian_reference/IMG_12804.jpg,YUNJIAN,Shoulder,1440,2036,8f63b28c7088ac1a1519fef95a6a99847b13fa7d6867bbb78bf7149e097b01d4
YUNJIAN_0016,IMG_12805.jpg,images/yunjian_reference/IMG_12805.jpg,YUNJIAN,Shoulder,1440,2036,71443f2de2a1079111fd819271c0cb0f566ceea1de37feca5827e40b81136492
YUNJIAN_0017,IMG_12806.jpg,images/yunjian_reference/IMG_12806.jpg,YUNJIAN,Shoulder,1440,1920,43a0c4cd549bb51abbe6d4de384d84a500f661bdae5bfdb173fe8594c0cd22ee
