assetId,originalArchivePath,storedPath,category,layer,width,height,sha256
OUTFIT_PREVIEW_0004,art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front-left.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,3b06fe5d3023e2bae75a33275ebbbf0b8c066a0f1968da7daa7ff18befd4a686
OUTFIT_PREVIEW_0005,art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front-right.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,361555ab43f4765ab25bc5c3159658c951cba0267ed0b667d8daa6a306b9b182
OUTFIT_PREVIEW_0006,art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/primary-girl-basic-white-front.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,ce978e5ec378e36f17c83ce43d81145ec6578a2036a7dea34d4c592e96522c5e
OUTFIT_PREVIEW_0007,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front-left.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,8c130b2fcaed56ca0f1c204fe09f25650bfbeedfb0917de5a051d9dd6238cd3e
OUTFIT_PREVIEW_0008,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front-right.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,482759dd9471cc90c58e0ef84e4537e5c14173677425c0ed48f3bef8fd5bb54d
OUTFIT_PREVIEW_0009,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-boy-basic-white-front.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,9d18b18c7074b61f816ea0a9bef10cc221b17b63d0cf5066f4a6b4a4de848bc9
OUTFIT_PREVIEW_0010,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front-left.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,c6409a4f2abac2f4b39ed5def71f83d083eca4b3c5e4d77d85170c1dd97e5841
OUTFIT_PREVIEW_0011,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front-right.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,d62431c048f7df886656b434db59f2411b0dbbd0ff20a3b24508dc6ebdb4edc5
OUTFIT_PREVIEW_0012,art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/previews/teen-girl-basic-white-front.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,3e4c2bdefa3a2251b035fa3b96da01607fce417d5c2f84426244ae75ba77cdc9
OUTFIT_MASK_0025,art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front-left.png,OUTFIT_MASK,Accent,1024,1536,219b735035f994c5047ae0d83fd780f01d1149ca8f721072b0cb6db3bae2629d
OUTFIT_MASK_0026,art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front-right.png,OUTFIT_MASK,Accent,1024,1536,b39e2e8738f2c0f69ed2a4c4f4003249a5abfb67abe1d83ccf613c713ffc5978
OUTFIT_MASK_0027,art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/accent-mask-front.png,OUTFIT_MASK,Accent,1024,1536,1408d8627bed981748004bfb15b2b5f34ac3d70b2f4c8c143ddb7d55c7a7ad47
OUTFIT_MASK_0028,art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front-left.png,OUTFIT_MASK,Lower,1024,1536,7ad1a32bef88d7b77dd5c11ca7829011d7220250a454856d8f0883191c6a00a5
