assetId,sourceArchive,category,layer,originalFileName,storedPath,width,height,sha256
COMMERCIAL_REF_0311,1.zip,COMMERCIAL_COSTUME_REFERENCE,UNKNOWN,IMG_13253.heic,images/commercial_reference/IMG_13253.heic,1448,1920,9dfc51394c939752d8c1a6fca6272142ab840390694253933f911e89db005f5f
YUNJIAN_0001,9云肩.zip,YUNJIAN,Shoulder,IMG_12790.jpg,images/yunjian_reference/IMG_12790.jpg,1242,1660,ed48f6558df2a32bd8026493e46e97f7c11c3ee46a1060161cefba3f7af279a5
YUNJIAN_0002,9云肩.zip,YUNJIAN,Shoulder,IMG_12791.jpg,images/yunjian_reference/IMG_12791.jpg,1242,1660,4db723c6cc66a3952e78c4dd4a58d4a0da7d4302972655f6f1068e85776d76ab
YUNJIAN_0003,9云肩.zip,YUNJIAN,Shoulder,IMG_12792.jpg,images/yunjian_reference/IMG_12792.jpg,1242,1660,48a6bef4b1dcc31e72aa780a50cd165cd8488bd393998eb1442288cfd6a205df
YUNJIAN_0004,9云肩.zip,YUNJIAN,Shoulder,IMG_12793.jpg,images/yunjian_reference/IMG_12793.jpg,1242,1660,48008548b5c901c22d585f524b902f49948c60a0d1e559e5390cab6838bb613a
YUNJIAN_0005,9云肩.zip,YUNJIAN,Shoulder,IMG_12794.jpg,images/yunjian_reference/IMG_12794.jpg,1242,1660,06b3bc612ea6ad580483ff8b15a3fcabcedcb3e5806e162d2f1f1ae4b5c60fb3
YUNJIAN_0006,9云肩.zip,YUNJIAN,Shoulder,IMG_12795.jpg,images/yunjian_reference/IMG_12795.jpg,1242,1660,51d9144422633a753f605672401bfd3bfc28d2db7e3bbb95dbdb2221ba75aa86
YUNJIAN_0007,9云肩.zip,YUNJIAN,Shoulder,IMG_12796.jpg,images/yunjian_reference/IMG_12796.jpg,1242,1660,9144166cc88693d21d7faffe0433871bff8ad25edef6ba9b76459cb717018fa8
YUNJIAN_0008,9云肩.zip,YUNJIAN,Shoulder,IMG_12797.jpg,images/yunjian_reference/IMG_12797.jpg,1242,1660,351bff9e14c0fccfeba730cb7d56cd7c0c11fee15abe08f2c691192fb8b15386
YUNJIAN_0009,9云肩.zip,YUNJIAN,Shoulder,IMG_12798.jpg,images/yunjian_reference/IMG_12798.jpg,1242,1660,1230d218b88cbac6b311b6501b66f5292f1fc0e4df1a7a31af46ba9d0725a7a0
YUNJIAN_0010,9云肩.zip,YUNJIAN,Shoulder,IMG_12799.jpg,images/yunjian_reference/IMG_12799.jpg,1242,1660,8588c0952495537ffb943f609d3f49d329ffcce737e1f65b708ab76e4ebbc025
YUNJIAN_0011,9云肩.zip,YUNJIAN,Shoulder,IMG_12800.jpg,images/yunjian_reference/IMG_12800.jpg,1440,2037,ac19471a6f2d250a9b6913aaf4be186097b180f26afb95473dba0c3062929e85
YUNJIAN_0012,9云肩.zip,YUNJIAN,Shoulder,IMG_12801.jpg,images/yunjian_reference/IMG_12801.jpg,1440,2036,942befd3a8c142af595dbfa577fa7749cb27274cdb2beac9ec50c6e49f9530e2
YUNJIAN_0013,9云肩.zip,YUNJIAN,Shoulder,IMG_12802.jpg,images/yunjian_reference/IMG_12802.jpg,1440,2036,1abfb4448b0cc9d295c6c31099f709d0a93f2a302c02e5770a5d0df6a7390486
YUNJIAN_0014,9云肩.zip,YUNJIAN,Shoulder,IMG_12803.jpg,images/yunjian_reference/IMG_12803.jpg,1440,2036,b5981725c12bbddb4e722ad81c6557bf33758dd605ecf4892a7e618be1c7af5e
YUNJIAN_0015,9云肩.zip,YUNJIAN,Shoulder,IMG_12804.jpg,images/yunjian_reference/IMG_12804.jpg,1440,2036,8f63b28c7088ac1a1519fef95a6a99847b13fa7d6867bbb78bf7149e097b01d4
YUNJIAN_0016,9云肩.zip,YUNJIAN,Shoulder,IMG_12805.jpg,images/yunjian_reference/IMG_12805.jpg,1440,2036,71443f2de2a1079111fd819271c0cb0f566ceea1de37feca5827e40b81136492
YUNJIAN_0017,9云肩.zip,YUNJIAN,Shoulder,IMG_12806.jpg,images/yunjian_reference/IMG_12806.jpg,1440,1920,43a0c4cd549bb51abbe6d4de384d84a500f661bdae5bfdb173fe8594c0cd22ee
YUNJIAN_0018,9云肩.zip,YUNJIAN,Shoulder,IMG_12807.jpg,images/yunjian_reference/IMG_12807.jpg,1440,1920,d5b78725db2082572c0b8551602b849931a8078ded0c1281f0645a674fb1e45b
YUNJIAN_0019,9云肩.zip,YUNJIAN,Shoulder,IMG_12808.jpg,images/yunjian_reference/IMG_12808.jpg,1440,1920,08e46dea891390eb53d071055e516ee105f0caa67e437910dbcaabeb4aa01c67
YUNJIAN_0020,9云肩.zip,YUNJIAN,Shoulder,IMG_12809.jpg,images/yunjian_reference/IMG_12809.jpg,1440,1920,abd72f4ed9b3adfefe64ff20ab14758d3567b9b95d9c9b08c979965c2490930d
YUNJIAN_0021,9云肩.zip,YUNJIAN,Shoulder,IMG_12810.jpg,images/yunjian_reference/IMG_12810.jpg,1080,1080,506e4d7756790b6a02571631ae1e830bc36c25a6fa256fe6dd8ee49d332aaf45
YUNJIAN_0022,9云肩.zip,YUNJIAN,Shoulder,IMG_12811.jpg,images/yunjian_reference/IMG_12811.jpg,1440,1134,364bda9e801189821890abbd520b7aaf94995dbfc510630f0f8946d8791a1168
YUNJIAN_0023,9云肩.zip,YUNJIAN,Shoulder,IMG_12812.jpg,images/yunjian_reference/IMG_12812.jpg,1200,2138,c81842814e5c16b4ba88a31c4f0c45644631b87b90646dff25c5e150d94b7a86
YUNJIAN_0024,9云肩.zip,YUNJIAN,Shoulder,IMG_12813.jpg,images/yunjian_reference/IMG_12813.jpg,1086,1448,52124a84d0cb3f199002cd18999b1925e145235c3341250e0d49c077382fe653
YUNJIAN_0025,9云肩.zip,YUNJIAN,Shoulder,IMG_12814.jpg,images/yunjian_reference/IMG_12814.jpg,1086,1448,aec96919527cbd84a2ce72d3623403d8baf3bacfdff4771655e20216d7f13572
YUNJIAN_0026,9云肩.zip,YUNJIAN,Shoulder,IMG_12815.jpg,images/yunjian_reference/IMG_12815.jpg,1086,1448,ea5c57f0ab6f55f1995f448f4fd746549efc0593a4fd7567f300c36a8048dee4
YUNJIAN_0027,9云肩.zip,YUNJIAN,Shoulder,IMG_12816.jpg,images/yunjian_reference/IMG_12816.jpg,1086,1448,ace743aca701443eea2bb505c0ff1e9627b7ac87b70204dc9b4a14c8a6cf9b7f
YUNJIAN_0028,9云肩.zip,YUNJIAN,Shoulder,IMG_12817.jpg,images/yunjian_reference/IMG_12817.jpg,1086,1448,1e3c40dec9f40d72b3942bc4dfa5133d44d852ca632a000e3a105b03c9057741
YUNJIAN_0029,9云肩.zip,YUNJIAN,Shoulder,IMG_12818.jpg,images/yunjian_reference/IMG_12818.jpg,1440,1929,8a25a3cebfa7362575166aed942e684a0b8e9fdad75ae52a93c8437823ed0b74
YUNJIAN_0030,9云肩.zip,YUNJIAN,Shoulder,IMG_12819.jpg,images/yunjian_reference/IMG_12819.jpg,1417,1890,11d23c68854b306bb1d8d519b44d1da1a7e5379901c89920234c9067702e457b
YUNJIAN_0031,9云肩.zip,YUNJIAN,Shoulder,IMG_12820.jpg,images/yunjian_reference/IMG_12820.jpg,1417,1890,9049d79d5fde22ee5de98fc48c9dc0b1245ade5f0adf21fbae7341d7d7809a5f
YUNJIAN_0032,9云肩.zip,YUNJIAN,Shoulder,IMG_12821.jpg,images/yunjian_reference/IMG_12821.jpg,1440,1920,d3f6458f0a159e4c3e4c7357b2dacc04f4fec06306a435477666a3afe8e4c868
YUNJIAN_0033,9云肩.zip,YUNJIAN,Shoulder,IMG_12822.jpg,images/yunjian_reference/IMG_12822.jpg,1440,1920,319f3c50abcd8710979d2443aaa5c2bd5d3353e229f7a086d2f4d76ef7119526
YUNJIAN_0034,9云肩.zip,YUNJIAN,Shoulder,IMG_12823.jpg,images/yunjian_reference/IMG_12823.jpg,960,1280,2895c55328ca6b1f91a5d20a807a83eb25cbbddb803f7638a56c9175ee6c9caf
YUNJIAN_0035,9云肩.zip,YUNJIAN,Shoulder,IMG_12824.jpg,images/yunjian_reference/IMG_12824.jpg,1440,1920,1560a59179d59a69ab19b89cd38193431661d19c0a33622419e06f553cebc000
YUNJIAN_0036,9云肩.zip,YUNJIAN,Shoulder,IMG_12825.jpg,images/yunjian_reference/IMG_12825.jpg,1440,1289,5d46477bc94386e6bd5f4e694caa1340e996aa8e6390ca79f3517fe20977adb6
YUNJIAN_0037,9云肩.zip,YUNJIAN,Shoulder,IMG_12826.jpg,images/yunjian_reference/IMG_12826.jpg,1440,1435,9fe7b9bb1dddfa9229a439ad71571682f5e492f69b0da65f5736fe598cf1e632
YUNJIAN_0038,9云肩.zip,YUNJIAN,Shoulder,IMG_12827.jpg,images/yunjian_reference/IMG_12827.jpg,1440,1435,a0b0d30f8ba5aa62db32b450af7605e65cfe9c2bdd2f57afbcb5a6f67d157948
YUNJIAN_0039,9云肩.zip,YUNJIAN,Shoulder,IMG_12828.jpg,images/yunjian_reference/IMG_12828.jpg,1440,1435,9af95452931c3e63c0960234a0568f316ecc6e4a156cb93ee7b427c4e008dea4
YUNJIAN_0040,9云肩.zip,YUNJIAN,Shoulder,IMG_12829.jpg,images/yunjian_reference/IMG_12829.jpg,1440,1435,3537c41da61d95f5a4be1943e28c592c25209fb8679138a08bfdd99deeb646a4
YUNJIAN_0041,9云肩.zip,YUNJIAN,Shoulder,IMG_12830.jpg,images/yunjian_reference/IMG_12830.jpg,1440,1435,f85609659a43c1f25d4e7700bcf1b8639cf67d55851a8d013ce8ccaa00dd5d37
YUNJIAN_0042,9云肩.zip,YUNJIAN,Shoulder,IMG_12831.jpg,images/yunjian_reference/IMG_12831.jpg,1440,1929,e15dc1a5dae61051314984a07037f5ef9c0fa391350f66e165372c7f24c8a0d9
YUNJIAN_0043,9云肩.zip,YUNJIAN,Shoulder,IMG_12832.jpg,images/yunjian_reference/IMG_12832.jpg,1440,1440,fd52863f3e52ca0eb23661962141f6fdebdb422aa6ab734d540ba40b60f475fa
YUNJIAN_0044,9云肩.zip,YUNJIAN,Shoulder,IMG_12833.jpg,images/yunjian_reference/IMG_12833.jpg,1440,1440,0ec79c09431cad41494a34c7180987aa08c51e61411845ba1c47178a9b056b4b
YUNJIAN_0045,9云肩.zip,YUNJIAN,Shoulder,IMG_12834.jpg,images/yunjian_reference/IMG_12834.jpg,1440,1440,0c612febbdf098d879eea859ebdfbbd9e02ca216d4952cd62961b3e485910d09
YUNJIAN_0046,9云肩.zip,YUNJIAN,Shoulder,IMG_12835.jpg,images/yunjian_reference/IMG_12835.jpg,1440,1440,7939b9d5c625fe19793bc87948820e553354364f3932c1140d8a0cf296cb8fe1
YUNJIAN_0047,9云肩.zip,YUNJIAN,Shoulder,IMG_12836.jpg,images/yunjian_reference/IMG_12836.jpg,1242,1660,408d67db1f51379516e6e671d507ac7a6d18be3ddbc1e9af5333f347883118a0
YUNJIAN_0048,9云肩.zip,YUNJIAN,Shoulder,IMG_12837.jpg,images/yunjian_reference/IMG_12837.jpg,1242,1660,a68a0032d81f4d82a92c108aa3b12bc159dededbd4686ac9abdcadc413829ea4
YUNJIAN_0049,9云肩.zip,YUNJIAN,Shoulder,IMG_12838.jpg,images/yunjian_reference/IMG_12838.jpg,1242,1660,ebd1ed6f2ad00c944aacd41c1b438932d752794cbf47858dec859e43228be526
YUNJIAN_0050,9云肩.zip,YUNJIAN,Shoulder,IMG_12839.jpg,images/yunjian_reference/IMG_12839.jpg,1242,1660,89584a5656bc7aba393e3a84aebdf14f5dd21b84eace1d75f62c3c2bea329d61
OUTFIT_MASK_0001,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/accent-mask-front-left.png,1024,1536,219b735035f994c5047ae0d83fd780f01d1149ca8f721072b0cb6db3bae2629d
OUTFIT_MASK_0002,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/accent-mask-front-right.png,1024,1536,b39e2e8738f2c0f69ed2a4c4f4003249a5abfb67abe1d83ccf613c713ffc5978
OUTFIT_MASK_0003,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/accent-mask-front.png,1024,1536,1408d8627bed981748004bfb15b2b5f34ac3d70b2f4c8c143ddb7d55c7a7ad47
OUTFIT_MASK_0004,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/lower-mask-front-left.png,1024,1536,7ad1a32bef88d7b77dd5c11ca7829011d7220250a454856d8f0883191c6a00a5
OUTFIT_MASK_0005,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/lower-mask-front-right.png,1024,1536,bc875311d26f920ab84c1dc3cc7375061b96ca959da2c2e7df8944b06b7b56f9
OUTFIT_MASK_0006,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-boy-basic-white/lower-mask-front.png,1024,1536,6090a9207d5327fe5efc11df71a7ae8b65dc27eeefc5ae2e8a559af94dc7074d
OUTFIT_MASK_0007,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/accent-mask-front-left.png,1024,1536,ae3f161ed7dc204b6a57f2e5691f4c19f0d75f74174e6fcb454af7b611551696
OUTFIT_MASK_0008,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/accent-mask-front-right.png,1024,1536,31931eed9650b3e8d9eee3c75bc0b11f2929cbbeaf5b8a4070749b04bd302d02
OUTFIT_MASK_0009,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/accent-mask-front.png,1024,1536,4dee8a7cac8a3af0fbe72631818e98a77d44c3539945328de82f7ed4c81c6acf
OUTFIT_MASK_0010,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/lower-mask-front-left.png,1024,1536,722d241823c8e8578a222490a40cd3305741bf67d1dbab2df61671183e3b67f6
OUTFIT_MASK_0011,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/lower-mask-front-right.png,1024,1536,5bed2ac7be21f7c59afcb49cbb5278758522ee04a43621834cc805d728b6f50e
OUTFIT_MASK_0012,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/primary-girl-basic-white/lower-mask-front.png,1024,1536,83f5eedf5455afcf7d462383aebda8ee43c333a6526b119e30793624ec5c6cb2
OUTFIT_MASK_0013,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/accent-mask-front-left.png,1024,1536,e1d7ae7d665282bb5c5b2e3328a42eb9c07f1c4d22fbd22f73eed7015e550b0d
OUTFIT_MASK_0014,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/accent-mask-front-right.png,1024,1536,c60149479f50ed749ab3322e08012d93b717e6a133a24027ab1c27731c4630a8
OUTFIT_MASK_0015,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/accent-mask-front.png,1024,1536,b10b78bc009361c4aa9c45668044a4a9c1b7cac5e70360077001977b9f091635
OUTFIT_MASK_0016,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/lower-mask-front-left.png,1024,1536,bbccdb294d898e5adcb1f3cc98f35a4d8dcfc4248b75fd311e402d13ead20d2b
OUTFIT_MASK_0017,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/lower-mask-front-right.png,1024,1536,5cb4da385761032abbdd6099a3a22da7b815cfdf71351fcb7092b6ac3f35bcb0
OUTFIT_MASK_0018,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-boy-basic-white/lower-mask-front.png,1024,1536,b383c68cdeb80146be2f3ba5bf3266d758549d4114c76b88300d3593e7c11360
OUTFIT_MASK_0019,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/accent-mask-front-left.png,1024,1536,cf2b54e5e5dab80f9235636b6040fe1677b28d10d92b76158ec5eccd15101ab5
OUTFIT_MASK_0020,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/accent-mask-front-right.png,1024,1536,2446e0ede40a2d4e2c5b069694298db0031429d5731083a9452691ca56840998
OUTFIT_MASK_0021,stage-outfit-design (7).zip,OUTFIT_MASK,Accent,accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/accent-mask-front.png,1024,1536,3b4466a9480eec9aa66fd71e4f358da5d83c95f7ce6b58f7b4b05a452c57651f
OUTFIT_MASK_0022,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/lower-mask-front-left.png,1024,1536,e0ebd32a4b0e7d3881434590496d85084da8801cf70a78d15b25b2cdacb95dff
OUTFIT_MASK_0023,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/lower-mask-front-right.png,1024,1536,808c187047703175eae1808a529bbc4258ac123686500421786efdac4f4246d6
OUTFIT_MASK_0024,stage-outfit-design (7).zip,OUTFIT_MASK,Lower,lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/masks/teen-girl-basic-white/lower-mask-front.png,1024,1536,279c98ab9e5835463ccfb8b211c6da4752f663085ca8b16918151d2b1de2a92f
OUTFIT_ASSET_0001,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/accent-front-left.png,1024,1536,15bc64906ce96fde392c111c09b46f30ad9f4f9006b6c8861645da69f0a80f11
OUTFIT_ASSET_0002,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/accent-front-right.png,1024,1536,4095ed98a3daf9c3805843a23ba906a0512020e967aaab52cd16cf9a5d6729e2
OUTFIT_ASSET_0003,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/accent-front.png,1024,1536,c2258de4d4cf02f9d344a932d8d2b8e7328f0249c6ef9deae087f553528915cc
OUTFIT_ASSET_0004,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/footwear-front-left.png,1024,1536,85eafa2dccdf24729787cb70f83116761df29dd995ff97fdfb00dcbfba61d0c3
OUTFIT_ASSET_0005,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/footwear-front-right.png,1024,1536,806ca6a36f103527f49af7bbcedab851247eca09f246dc4d863faba7f02cfacc
OUTFIT_ASSET_0006,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/footwear-front.png,1024,1536,bcba975e191e34e80129bac92e283fdea6a10bdfc74a5a9154ecbbc60f9241b1
OUTFIT_ASSET_0007,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/lower-front-left.png,1024,1536,f9236375b69538b5607d10b86b53492c5cd5aeb99da565380b4c92cec7ec9230
OUTFIT_ASSET_0008,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/lower-front-right.png,1024,1536,8555703fc92af39a748814f9910d35bf6bb8a14bcb65fb759c835555ff6fad9a
OUTFIT_ASSET_0009,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/lower-front.png,1024,1536,3d564eee15660c8cb2aa309629df31df0aa640021f6f3d3c1771284a96580da3
OUTFIT_ASSET_0010,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/upper-front-left.png,1024,1536,01a42acf47203e7e906637baeff736db47f13194f17b3de51e8a25a157f916e0
OUTFIT_ASSET_0011,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/upper-front-right.png,1024,1536,a13226cf277f46c99dbf13e6421eefc8560635403617e6c2ea268a64a3e99aff
OUTFIT_ASSET_0012,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-boy-basic-white/upper-front.png,1024,1536,904beae7aeb2dc7ae9d2e3e85d0c92d25084b30f63d1fb6214b701bb1b3e4a3d
OUTFIT_ASSET_0013,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/accent-front-left.png,1024,1536,7a43494df842c4b3a45055d646ed261ea0dee32a5cbd8cf03fc0d3a4749bed79
OUTFIT_ASSET_0014,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/accent-front-right.png,1024,1536,0593506c020947b679f618586e33d75dfd2a6ec1b4371c75500aa998ce208959
OUTFIT_ASSET_0015,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,accent-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/accent-front.png,1024,1536,e06e4a8e07058074d18a8b8fd7ec59ff6719a0385b76fd4cbe163e42d400ad52
OUTFIT_ASSET_0016,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/footwear-front-left.png,1024,1536,c82c95782ce3f06b227a02d5674ec6db7b26119c47b52d5888e4e81546636308
OUTFIT_ASSET_0017,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/footwear-front-right.png,1024,1536,251c4f6a95f44d1a4fede57c1748aba364830da16dd4c7c033e0ee295d382c5f
OUTFIT_ASSET_0018,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,footwear-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/footwear-front.png,1024,1536,d6394d11854d6c954f291d10dd0a7b8249b2500ebabd0d45f9b93d73b296984a
OUTFIT_ASSET_0019,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/lower-front-left.png,1024,1536,2a4b166d9e99c09e06950aabed489b5ae402cd4d1c5161bbb8755a80f0fa131b
OUTFIT_ASSET_0020,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/lower-front-right.png,1024,1536,989511134ee54b0a4e056186c2dee0c18efc761c5f606fcf835272848427ea46
OUTFIT_ASSET_0021,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,lower-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/lower-front.png,1024,1536,da009a036c8c90ab9095bf4f4b2fd27039b41039034183345ad7f3dcfcf798d5
OUTFIT_ASSET_0022,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front-left.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/upper-front-left.png,1024,1536,0a4451aea79357d317fdfff6651012e031db5d2525546241ba81a2f8c1de28f0
OUTFIT_ASSET_0023,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front-right.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/upper-front-right.png,1024,1536,e711b460ff64a44e09291f88ca330b9f5894c9fadcd762e8e448cce95d8b14cb
OUTFIT_ASSET_0024,stage-outfit-design (7).zip,STAGE_OUTFIT_ASSET,UNKNOWN,upper-front.png,images/stage_outfit_design/art-delivery/outfit-003-release-candidate/outfit-003/overlays/primary-girl-basic-white/upper-front.png,1024,1536,69dbad9030b04eac5f5d9ed0c3ccc7138e230f9039ff2c6d384adee8da3f5a4e
